nom|prix|etoile|avis
Le Relais de l'Entrecôte|3|4|Rien a redire sur la qualité de la viande, ni même sur le vin ou les desserts... d'ailleurs même les serveuses sont sympathiques. Par contre, oubliez la fameuse sauce qui serait parfaite pour accompagner du colin ; préférez le pot de moutarde...
Le Relais de l'Entrecôte|3|4|"Tout a déjà été dit mais il faut parfois savoir les redire : fameux restaurant !Certes, selon votre heure d'arrivée et un peu selon votre chance, vous attendrez plus ou moins longtemps. Une heure pour ma part, la faim au ventre. Mais pas déçu du résultat ! La salade verte, comblant l'estomac le temps que la viande cuise, arrive en moins de 5mn ; la viande suit de près. Délicieuse, tendre, une sauce agréable bien qu'un peu grasse ; et des frites absolument croquantes. On apprécie le 2nd tour, généreux, qui nous rappelle le ""rab de frite"" tant attendu de la cantine du collège.Plus de place pour un dessert, mais peu importe. Quant au prix ? Aucune idée, j'étais invité (merci Emma !)."
Le Relais de l'Entrecôte|3|4|Depuis dix ans à Paris, je n'avais jamais testé cette institution ! Je pensais plutôt injustement et sans doute avec une pointe de snobisme, que c'était surtout bon pour les touristes. Grosse erreur ! Si le lieu est prisé par les voyageurs en goguette, les parisiens carnivores y ont tout à fait leur place. Il faut ne pas avoir peur de la file d'attente qui avance à bon train (nous y étions un samedi soir un peu avant 21h et nous n'avons pas attendu plus d'un quart d'heure).Ici, pas de question, hormis celle de la boisson et encore la carte des vins est courte (plus que celle des desserts) et la cuisson de la viande. Le service est poli et souriant, efficace.L'ambiance est un poil bruyante, le décor un peu suranné mais tout ça n'est pas dénué de charme au contraire.La viande est fondante, les frites pas mal du tout et on en a bien assez grâce aux deux tours effectués par la serveuse ! Les desserts sont généreux et pas mauvais du tout, nous en avons partagé deux pour quatre.Un excellent moment entre amis !
Le Relais de l'Entrecôte|3|4|"Qu'oui-je?? Qu'entends-je ?? Une parisienne qui n'avait jamais été au relais de l'entrecôte ?! Eh oui, mais pour moi le relais, c'est exactement ce genre de restaurant qu'un parisien classique n'a pas l'occasion de tester. Touristique, avec une queue à faire fuir, et un concept bien arrêté : c'est plutôt un piège à touriste, non? Plutôt, oui, mais avec une telle ambiance, un tel concept et une telle qualité que j'ai aimé quand même. L'ambiance, d'abord, un peu kitsch avec une grande salle décorée brasserie, des banquettes rouges velours, des petites tables surmontées de nappe en papier et des serveuses dans l'ambiance avec un petit ensemble de soubrette noire et tablier blanc. Les tables sont rapprochées, la salle est bruyante, mais tout cela donne une ambiance que j'ai trouvé sympathique et conviviale, et les serveuses sont souriantesLe concept, ensuite, une petite salade verte toute simple avec des noix (bien assaisonnée) et un plat unique (l'entrecôte, pour ceux qui ne suivent pas), servie avec des frites. Ou plutôt, des lamelles d'entrecôtes, car à peine est-il besoin de couper: tout est déjà servi. La seule chose que l'on choisit, c'est la cuisson, griffonnée en bout de table. Deux assiettes à peut près de même contenance sont servies à une dizaine de minutes d'intervalle: environ cinq tranches de viandes à chaque fois. Alors oui, ça peut paraître peu, mais avec les frites et la sauce verte qui noie tout cela -un peu dommage, d'ailleurs, c'est peut être leur spécialité, mais noyer la viande comme ça, surtout lorsqu'elle est aussi bonne, c'est presque un crime! - c'est suffisant pour un adulte normalement constitué. Il este une petite faim tout de même ? qu'à cela ne tienne, les desserts sont au choix, eux. Vacherin (sorte de glace avec de la meringue), tarte fine aux pommes, profiteroles... il y a plein de gateaux. J'ai goûté les profiteroles, et même si les choux était suspicieusement uniformes en taille, le tout était délicieux (glace dans le choux et fudge chocolat à se rouler dedans). Touristique, oui, kitsch, oui, et un peu cher (34euros le repas à midi!!) mais c'était bon, et une super expérience. A recommander surtout à des touristes qui veulent voir un Paris ""cliché"", plus Hollywood que 'vie de tous les jours'."
Le Relais de l'Entrecôte|3|3|"C'est ce qu'on peut appeler un ""valeur sûre"".Au relais de l'Entrecôte, pas de carte, pas de chichis, pas de ""j'hésite entre ça et ça""... comme son nom l'indique, vous allez manger de l'entrecôte.Après avoir été accueilli par les serveuses en tenue ""folklorique"" (surtout cool pour les touristes), vous serez rapidement attablé dans une ambiance bistrot, et aussi rapidement servi.La viande, servie tranchée, est bonne. Heureusement, me direz-vous, ils ne vendent que ça! Pas stratosphérique, mais bonne. Elle est servie avec des frites (très bonnes aussi), mais surtout avec une sauce, la fameuse sauce maison dont la recette est jalousement gardée. On ne sait pas ce qu'il y a dedans, mais on s'en lèche les babines (bien qu'un peu calorique)!C'est tout de même assez cher, de mémoire plus de 25euros pour l'entrecôte, ce qui me fait pencher pour 3 étoiles.Bonne surprise pour les gloutons: après être venu à bout de votre assiette, la serveuse revient avec une 2ème fournée! Même quantité de viande, même quantité de frites... prévoyez une bonne sieste en sortant."
Le Relais de l'Entrecôte|3|1|"Comment est-il possible qu'il y ait autant d'avis positif?Payer 25 balles pour deux tiers d'une petite entrecôte, des frites pas si folles que ça et une sauce ""mystère"" pas très goûteuse et assez grasse, c'est votre kiff? Pas vraiment le mien.Hormis le fait qu'on peut faire la même à la maison pour 4 fois moins cher, le service n'a rien d'agréable comme beaucoup l'ont remarqué.Bref pour ce prix la, vous avez beaucoup mieux à Paris, y compris dans le quartier, certainement aussi si vous êtes carnivores comme moi. Encore heureux que l'on ait pas fait la queue.Je me suis bien fait douiller, si vous me passer. Ma copine encore plus lors du payement, elle demande a payer séparément, ils lui font passer toute la note ...Incompréhensible des notes pareilles, un resto aussi blindé. Bref j'en sors et j'ai faim. Je vais passer chez Macdo. Tant qu'à faire, autant payer 8 euros et ne plus avoir faim, quitte à mal manger.Une étoile, parce que je ne peux pas en mettre 0!"
La Coïncidence|2|5|Restaurant situé à proximité du Trocadero, au fond de la rue Chesnil.On ne le distingue que de très près, il n'est pas visible à plus de 5 mètres.Pas de terrasse, seul point négatif que j'ai trouvé, et encore je ne suis pas fumeur...A l'intérieur, le rapport qualité/prix est plus que convenable, surtout pour le quartier.Les serveurs sont agréables et la population sympathique.J'y suis allé 2 fois et n'en ai que des bons souvenirs, je ne peux par conséquent que le recommander !
La Coïncidence|2|5|Date de l'expérience : septembre 2019
La Coïncidence|2|5|Une des rares adresses que j'ai retenu dans ce coin de Paris. J'avais déjà gouté leur burger de magret de canard, fois gras et sauce aux cèpes 21euros (miam!) et m'étais promis de revenir pour leurs noix de St Jacques. Pas de chance, il n'y en avait plus ce soir...Après beaucoup d'hésitation je finis par choisir le magret de canard (19euros) et je remercie le destin (oui, rien que ça!) car il était vraiment délicieux! Petit conseil: prenez la sauce miel-orange à part, comme ça vous pouvez doser comme vous le préférez.Plus de place pour le dessert, ce sera pour une autre fois. Service très attentionné et sympathique. Le cadre est mignon, pas mal pour un rendez-vous, mais assez petit donc pensez à réserver, surtout pour les groupes.
La Coïncidence|2|4|Ce fut un délice pour mon palet ! :DLes propositions de plat sont simples et goûteux. Niveau prix c'est abordable pour la qualité de la nourriture !
La Coïncidence|2|4|Très bon accueil, ambiance sympa et un menu original fait maison pour le déjeuner comprenant entrée, plat et dessert. En bonus : une bonne carte de vins. Tout cela reste à des prix parfaitement normaux ce qui est rare dans ce quartier. À découvrir.
La Coïncidence|2|3|La Coincidence, c'est un petit restaurant à l'ambiance tamisée et plutôt bien décoré. Bon les tables sont un petit peu serrées pour une sortie en amoureux mais ça le fait.Niveau nourriture c'est du simple et efficace, des burgers, des tartares, quelques desserts assez classiques type crumble, moelleux au chocolat, tiramisu. Pour ce qui est du goûit, j'ai apprécié, c'est bon et savoureux.Comptez autour de 35-40euros pour apéro + plat + dessert, certes la qualité est correcte mais pour moi c'est un peu cher. Dernière petite mauvaise surprise, le restaurant n'accepte pas les tickets restaurants le soir.
La Coïncidence|2|4|J'ai littéralement adoré ce resto. L'accueil y est super sympa, la déco est chaleureuse tout en étant moderne. Quand à la carte, succinte, claire et alléchante.Le rapport qualité/prix est parfait, de la bistronomie sans se ruiner. J'y retournerai très certainement pour essayer d'autres plats.
La Coïncidence|2|5|Une excellente surprise dans un arrondissement qu'on dit mort.Le service est très chaleureux et prévenant.La décoration fait qu'on se sent à l'aise, c'est agréable pour les yeux !Le brunch est vraiment un délice. Il est servi le samedi et le dimanche, entre 12h et 16h.Pour 23 euros, on a une boisson chaude à volonté, un jus de fruits frais, des mini viennoiseries, le choix entre des oeufs norvégiens, benedicts ou brouillés ou une assiette anglaise (à tomber par terre) et, pour finir, des pancakes ou un fromage blanc.Je n'ai pas encore testé la carte des repas (qui semble faite de burgers et de bagels revisités), mais ça ne saurait tarder.L'idéal pour émerger le dimanche matin en douceur !
La Coïncidence|2|5|J'ai entendu parlé de ce restaurant par mon père qui a rencontré un des gérants, étant quelques jours sur Paris, j'ai décidé de le tester.Bon il est vrai le quartier est un peu mort, mais La Coïncidence relève un peu le niveau.En y entrant, je trouve la salle un peu petite (ce n'est que plus tard que je vois la deuxième salle à l'arrière) mais très bien décoré.Pour ma part, je prends la terrine de lapin qui était succulente même si j'ai été un peu étonné de la quantité pour une entrée. Ensuite un filet de boeuf au cèpes accompagné d'un gratin dauphinois que j'ai adoré. Je peux dire que ce restaurant est une très bonne surprise, surtout que j'ai reçu un accueil très chaleureux d'Alban et nous avons bien parlé durant la soirée, je ne suis pas un habitué des restaurants à Paris, mais c'était une agrèable découverte et ce n'est pas partout que l'on est aussi bien reçu, surtout avec une telle bonne humeur.Pour moi cela a été une soirée réussie et je ne trouve rien à redire, donc je mets un 5/5 !
La Coïncidence|2|4|Petit restaurant très chaleureux Très bonne accueil des serveurs Plats commandés entrecôte accompagné d'un gratin dauphinois vraiment succulent Le dessert mérite aussi le détour très bon strawberry cheese Je conseille vivement ce restaurant à quelques pas des champs élysées
